plant_v,LDR,PH_value,VOC,Leaf_Temperature,Ambient_temperature,Nitrogen_N,phosphorus_P,potassium_K,Soil_Moisture,Scenario,Class
1.65,Dim,6.0,13 ppm,19.5C,20.5C,81,44,196,67,Normal monitoring,Healthy
1.64,Bright,5.3,15 ppm,34.0C,32.8C,36,13,116,61,Normal monitoring,Nutrient Deficiency
1.6,Bright,5.0,10 ppm,24.4C,23.2C,29,12,88,59,Normal monitoring,Nutrient Deficiency
1.66,Bright,3.5,54 ppm,40.3C,33.5C,78,34,167,79,Bacterial infection,Disease
1.65,Dark,6.2,11 ppm,28.3C,26.9C,78,38,212,68,Normal monitoring,Healthy
1.59,Dim,4.0,33 ppm,36.6C,27.7C,78,37,163,67,Pest infection,Disease
1.62,Bright,5.1,11 ppm,33.3C,31.8C,35,11,94,51,Normal monitoring,Nutrient Deficiency
1.63,Dim,4.3,33 ppm,46.3C,36.8C,52,39,175,72,Viral infection,Disease
1.6,Bright,5.7,24 ppm,39.1C,31.3C,39,21,108,29,Normal monitoring,Water Stress
1.65,Dark,5.5,15 ppm,27.9C,21.3C,35,27,94,22,Normal monitoring,Water Stress
1.65,Bright,6.2,12 ppm,37.6C,35.2C,77,42,197,56,Normal monitoring,Healthy
1.63,Dark,3.9,47 ppm,26.6C,22.2C,72,34,164,79,Pest infection,Disease
1.68,Bright,3.5,47 ppm,34.5C,29.7C,69,32,173,78,Bacterial infection,Disease
1.65,Bright,4.9,16 ppm,22.2C,19.9C,37,18,103,59,Normal monitoring,Nutrient Deficiency
1.65,Bright,5.2,11 ppm,19.3C,17.4C,46,13,103,56,Normal monitoring,Nutrient Deficiency
1.71,Dim,6.5,7 ppm,33.3C,33.6C,88,43,195,68,Normal monitoring,Healthy
1.69,Bright,4.8,12 ppm,18.9C,16.4C,26,10,112,51,Normal monitoring,Nutrient Deficiency
1.65,Dim,5.8,22 ppm,40.8C,34.3C,46,15,102,23,Normal monitoring,Water Stress
1.64,Dim,5.3,17 ppm,37.7C,36.8C,30,12,83,60,Normal monitoring,Nutrient Deficiency
1.66,Dim,3.5,41 ppm,38.1C,30.8C,79,38,180,71,Fungal infection,Disease
1.64,Bright,5.3,16 ppm,33.2C,32.6C,31,16,91,53,Normal monitoring,Nutrient Deficiency
1.65,Dark,5.4,15 ppm,23.1C,22.7C,37,13,104,50,Normal monitoring,Nutrient Deficiency
1.62,Bright,5.7,17 ppm,34.4C,29.3C,45,22,102,24,Normal monitoring,Water Stress
1.65,Dim,5.2,14 ppm,37.8C,34.1C,28,15,116,57,Normal monitoring,Nutrient Deficiency
1.62,Bright,5.8,18 ppm,35.4C,29.2C,39,26,95,18,Normal monitoring,Water Stress
1.62,Bright,5.5,22 ppm,30.2C,23.7C,43,29,129,28,Normal monitoring,Water Stress
1.66,Bright,5.9,23 ppm,44.5C,37.7C,38,24,99,15,Normal monitoring,Water Stress
1.65,Dim,3.2,47 ppm,35.7C,30.4C,62,38,169,66,Bacterial infection,Disease
1.61,Bright,3.8,57 ppm,40.6C,32.9C,65,32,160,67,Pest infection,Disease
1.61,Bright,5.9,5 ppm,21.6C,20.8C,84,44,196,55,Normal monitoring,Healthy
1.65,Bright,5.8,18 ppm,37.2C,32.0C,47,29,93,27,Normal monitoring,Water Stress
1.66,Dim,6.0,10 ppm,32.6C,31.6C,75,40,208,62,Normal monitoring,Healthy
1.66,Bright,4.5,14 ppm,12.7C,12.4C,39,12,102,51,Normal monitoring,Nutrient Deficiency
1.61,Dark,3.6,58 ppm,23.2C,16.3C,70,28,181,80,Fungal infection,Disease
1.6,Dim,5.7,21 ppm,41.3C,35.2C,36,26,105,22,Normal monitoring,Water Stress
1.62,Dim,6.3,6 ppm,21.8C,20.4C,76,42,200,67,Normal monitoring,Healthy
1.67,Dim,6.0,15 ppm,23.8C,16.3C,43,17,91,29,Normal monitoring,Water Stress
1.67,Bright,3.8,42 ppm,32.7C,26.4C,62,39,137,78,Viral infection,Disease
1.68,Bright,4.8,11 ppm,30.4C,29.0C,29,19,84,53,Normal monitoring,Nutrient Deficiency
1.6,Bright,5.3,19 ppm,33.8C,30.7C,28,14,83,51,Normal monitoring,Nutrient Deficiency
1.63,Bright,3.9,50 ppm,24.4C,19.5C,74,34,156,68,Bacterial infection,Disease
1.67,Dim,5.6,17 ppm,29.7C,23.6C,47,23,110,23,Normal monitoring,Water Stress
1.62,Bright,5.3,16 ppm,18.0C,17.4C,36,15,82,53,Normal monitoring,Nutrient Deficiency
1.65,Dim,5.1,18 ppm,38.8C,35.8C,37,12,81,50,Normal monitoring,Nutrient Deficiency
1.67,Dim,5.5,16 ppm,33.8C,31.3C,25,19,90,56,Normal monitoring,Nutrient Deficiency
1.66,Bright,4.2,51 ppm,36.9C,32.7C,53,32,149,73,Viral infection,Disease
1.66,Bright,5.4,19 ppm,28.9C,26.0C,48,11,111,59,Normal monitoring,Nutrient Deficiency
1.67,Dark,4.8,10 ppm,29.1C,28.5C,31,16,110,51,Normal monitoring,Nutrient Deficiency
1.68,Bright,4.8,14 ppm,34.3C,31.0C,26,10,87,50,Normal monitoring,Nutrient Deficiency
1.64,Dark,5.8,20 ppm,29.6C,22.5C,41,20,114,12,Normal monitoring,Water Stress
1.65,Bright,3.7,47 ppm,39.4C,34.0C,78,33,171,77,Fungal infection,Disease
1.64,Bright,6.2,7 ppm,35.1C,34.2C,76,47,219,65,Normal monitoring,Healthy
1.64,Bright,5.6,23 ppm,30.0C,23.0C,35,17,110,18,Normal monitoring,Water Stress
1.59,Bright,6.2,6 ppm,37.4C,35.0C,87,40,214,67,Normal monitoring,Healthy
1.7,Bright,3.9,50 ppm,42.3C,36.5C,53,34,130,65,Viral infection,Disease
1.61,Bright,6.3,7 ppm,32.5C,31.5C,82,39,204,55,Normal monitoring,Healthy
1.66,Bright,5.8,21 ppm,28.6C,22.8C,38,28,125,14,Normal monitoring,Water Stress
1.64,Bright,5.5,23 ppm,37.2C,31.5C,47,19,115,23,Normal monitoring,Water Stress
1.73,Dark,6.4,6 ppm,33.6C,32.5C,81,49,194,59,Normal monitoring,Healthy
1.68,Bright,5.8,24 ppm,33.6C,25.9C,36,18,108,16,Normal monitoring,Water Stress
1.66,Bright,4.1,47 ppm,40.6C,36.0C,76,37,198,82,Fungal infection,Disease
1.62,Dim,5.4,13 ppm,18.9C,16.2C,45,14,111,58,Normal monitoring,Nutrient Deficiency
1.66,Bright,6.2,9 ppm,29.9C,29.7C,85,48,191,61,Normal monitoring,Healthy
1.63,Bright,5.0,12 ppm,32.5C,31.3C,38,14,112,57,Normal monitoring,Nutrient Deficiency
1.64,Bright,4.1,54 ppm,23.9C,15.9C,69,25,140,77,Viral infection,Disease
1.63,Bright,4.9,17 ppm,29.4C,26.9C,33,10,100,59,Normal monitoring,Nutrient Deficiency
1.67,Dim,4.9,18 ppm,16.5C,14.8C,39,17,118,52,Normal monitoring,Nutrient Deficiency
1.64,Dark,6.3,8 ppm,26.8C,26.1C,87,38,205,59,Normal monitoring,Healthy
1.64,Bright,4.9,14 ppm,26.2C,22.6C,39,10,89,59,Normal monitoring,Nutrient Deficiency
1.67,Bright,4.2,46 ppm,35.6C,29.9C,60,34,146,68,Viral infection,Disease
1.69,Dim,4.7,14 ppm,19.9C,16.9C,30,14,114,51,Normal monitoring,Nutrient Deficiency
1.69,Bright,6.0,12 ppm,22.3C,23.5C,76,48,200,56,Normal monitoring,Healthy
1.64,Bright,4.4,50 ppm,42.4C,34.3C,71,31,182,73,Pest infection,Disease
1.62,Dark,6.4,6 ppm,33.3C,33.7C,84,49,191,61,Normal monitoring,Healthy
1.67,Bright,5.8,13 ppm,19.4C,17.8C,79,48,198,63,Normal monitoring,Healthy
1.64,Bright,3.5,46 ppm,28.1C,20.3C,61,35,194,65,Bacterial infection,Disease
1.65,Bright,6.1,9 ppm,31.7C,33.2C,83,49,211,56,Normal monitoring,Healthy
1.67,Bright,3.9,40 ppm,36.2C,28.7C,62,34,155,66,Viral infection,Disease
1.64,Dark,5.0,14 ppm,33.8C,33.1C,27,18,88,64,Normal monitoring,Nutrient Deficiency
1.67,Dim,5.9,21 ppm,27.0C,21.1C,38,19,102,18,Normal monitoring,Water Stress
1.61,Bright,5.9,22 ppm,41.3C,35.0C,46,16,110,19,Normal monitoring,Water Stress
1.6,Bright,5.6,20 ppm,30.1C,23.0C,43,24,102,24,Normal monitoring,Water Stress
1.72,Bright,5.8,20 ppm,28.6C,23.3C,45,20,129,10,Normal monitoring,Water Stress
1.65,Bright,6.2,10 ppm,31.7C,29.6C,78,44,195,69,Normal monitoring,Healthy
1.58,Dim,5.8,23 ppm,40.2C,32.5C,43,24,111,15,Normal monitoring,Water Stress
1.64,Bright,3.7,42 ppm,36.7C,32.7C,69,34,167,73,Fungal infection,Disease
1.61,Bright,5.6,18 ppm,31.9C,24.5C,44,27,123,14,Normal monitoring,Water Stress
1.63,Bright,3.5,64 ppm,23.3C,14.6C,77,32,172,81,Fungal infection,Disease
1.63,Bright,6.2,11 ppm,34.8C,34.7C,89,49,197,61,Normal monitoring,Healthy
1.65,Dim,4.3,59 ppm,41.0C,34.5C,60,33,175,72,Fungal infection,Disease
1.6,Dim,3.5,48 ppm,22.8C,14.0C,75,37,151,67,Bacterial infection,Disease
1.67,Dim,6.0,17 ppm,43.6C,35.6C,46,27,114,21,Normal monitoring,Water Stress
1.69,Bright,5.5,16 ppm,31.9C,31.8C,38,10,80,59,Normal monitoring,Nutrient Deficiency
1.65,Bright,5.9,7 ppm,15.1C,14.1C,75,39,193,60,Normal monitoring,Healthy
1.7,Bright,5.5,22 ppm,41.4C,35.8C,39,24,104,28,Normal monitoring,Water Stress
1.58,Dark,5.3,10 ppm,38.0C,35.0C,27,12,112,61,Normal monitoring,Nutrient Deficiency
1.66,Bright,6.4,7 ppm,27.0C,24.4C,87,49,209,57,Normal monitoring,Healthy
1.69,Dim,4.8,15 ppm,35.1C,32.1C,32,14,116,63,Normal monitoring,Nutrient Deficiency
1.71,Bright,4.2,38 ppm,31.5C,21.6C,77,30,175,76,Pest infection,Disease
1.7,Bright,5.6,24 ppm,22.8C,17.3C,45,27,122,14,Normal monitoring,Water Stress
1.62,Bright,5.9,15 ppm,26.8C,19.6C,42,16,121,24,Normal monitoring,Water Stress
1.69,Dim,6.3,9 ppm,16.1C,17.3C,75,49,202,61,Normal monitoring,Healthy
1.64,Dim,6.1,11 ppm,32.2C,29.9C,87,37,215,57,Normal monitoring,Healthy
1.66,Bright,4.4,54 ppm,15.6C,12.0C,63,28,152,69,Pest infection,Disease
1.62,Dim,5.3,15 ppm,17.2C,14.3C,26,10,103,57,Normal monitoring,Nutrient Deficiency
1.68,Bright,4.1,53 ppm,22.4C,19.0C,73,34,173,65,Bacterial infection,Disease
1.65,Bright,5.9,15 ppm,32.1C,26.2C,39,26,124,20,Normal monitoring,Water Stress
1.69,Dim,4.4,44 ppm,40.9C,36.1C,61,34,155,72,Pest infection,Disease
1.65,Dim,5.8,7 ppm,14.5C,14.2C,80,45,216,64,Normal monitoring,Healthy
1.65,Dark,5.8,5 ppm,36.7C,34.5C,80,47,216,57,Normal monitoring,Healthy
1.66,Dim,3.7,55 ppm,20.8C,14.6C,57,25,147,66,Viral infection,Disease
1.68,Dim,5.8,9 ppm,11.3C,13.0C,84,41,217,64,Normal monitoring,Healthy
1.6,Dim,5.5,24 ppm,25.3C,19.4C,47,22,120,25,Normal monitoring,Water Stress
1.68,Bright,5.6,20 ppm,36.1C,29.3C,37,17,95,17,Normal monitoring,Water Stress
1.64,Dim,5.7,15 ppm,41.3C,34.5C,48,21,111,28,Normal monitoring,Water Stress
1.68,Bright,6.3,8 ppm,24.3C,24.4C,83,42,193,69,Normal monitoring,Healthy
1.63,Bright,5.8,16 ppm,34.2C,28.4C,42,16,112,27,Normal monitoring,Water Stress
1.65,Bright,4.4,62 ppm,45.5C,36.4C,79,33,196,74,Fungal infection,Disease
1.66,Dim,5.1,17 ppm,32.9C,31.9C,38,11,109,63,Normal monitoring,Nutrient Deficiency
1.67,Bright,6.0,17 ppm,39.7C,33.7C,48,18,91,23,Normal monitoring,Water Stress
1.67,Bright,5.6,21 ppm,39.5C,32.6C,47,26,118,21,Normal monitoring,Water Stress
1.65,Bright,4.3,43 ppm,23.8C,16.2C,52,29,169,72,Viral infection,Disease
1.65,Bright,6.0,6 ppm,34.9C,36.5C,78,35,199,62,Normal monitoring,Healthy
1.62,Bright,5.0,12 ppm,40.4C,38.4C,33,10,98,63,Normal monitoring,Nutrient Deficiency
1.66,Dim,5.5,10 ppm,27.2C,26.2C,45,19,95,64,Normal monitoring,Nutrient Deficiency
1.6,Bright,6.1,14 ppm,30.4C,32.2C,88,43,196,69,Normal monitoring,Healthy
1.67,Dark,5.4,16 ppm,30.2C,30.0C,49,10,85,62,Normal monitoring,Nutrient Deficiency
1.65,Dim,4.7,18 ppm,18.4C,16.8C,37,12,81,52,Normal monitoring,Nutrient Deficiency
1.61,Dim,6.0,16 ppm,45.6C,37.7C,46,22,124,14,Normal monitoring,Water Stress
1.68,Dim,6.0,8 ppm,27.9C,26.9C,89,43,192,57,Normal monitoring,Healthy
1.73,Bright,5.8,18 ppm,38.3C,31.4C,43,27,109,12,Normal monitoring,Water Stress
1.62,Bright,4.8,16 ppm,21.9C,21.1C,28,17,91,64,Normal monitoring,Nutrient Deficiency
1.65,Dim,6.2,14 ppm,31.8C,31.4C,87,46,210,62,Normal monitoring,Healthy
1.62,Bright,3.8,30 ppm,32.8C,23.0C,73,35,151,70,Bacterial infection,Disease
1.65,Dim,6.4,6 ppm,33.4C,32.8C,85,39,219,61,Normal monitoring,Healthy
1.66,Dark,3.8,39 ppm,38.3C,33.0C,63,26,168,79,Fungal infection,Disease
1.63,Dim,6.4,7 ppm,33.7C,35.5C,83,36,201,57,Normal monitoring,Healthy
1.63,Dim,5.7,22 ppm,31.6C,23.9C,47,20,104,25,Normal monitoring,Water Stress
1.67,Dark,3.8,56 ppm,31.5C,24.7C,63,37,186,71,Pest infection,Disease
1.65,Bright,5.9,23 ppm,43.0C,36.3C,45,20,115,15,Normal monitoring,Water Stress
1.66,Bright,4.9,15 ppm,23.5C,22.4C,30,19,99,51,Normal monitoring,Nutrient Deficiency
1.63,Bright,5.4,13 ppm,19.9C,18.9C,32,13,116,60,Normal monitoring,Nutrient Deficiency
1.65,Dim,5.6,15 ppm,42.2C,34.3C,49,16,125,28,Normal monitoring,Water Stress
1.66,Dim,5.0,12 ppm,28.4C,27.8C,27,14,114,61,Normal monitoring,Nutrient Deficiency
1.65,Bright,6.0,24 ppm,32.6C,26.6C,37,26,120,24,Normal monitoring,Water Stress
1.63,Bright,5.1,18 ppm,23.8C,21.6C,31,12,110,56,Normal monitoring,Nutrient Deficiency
1.66,Bright,5.8,19 ppm,42.2C,36.1C,40,15,109,18,Normal monitoring,Water Stress
1.61,Bright,4.3,36 ppm,40.8C,36.8C,79,38,156,65,Pest infection,Disease
1.67,Bright,3.7,42 ppm,33.2C,28.0C,71,28,172,74,Fungal infection,Disease
1.65,Dim,5.2,15 ppm,15.8C,14.2C,21,15,102,64,Normal monitoring,Nutrient Deficiency
1.65,Bright,5.3,14 ppm,20.2C,19.8C,43,19,86,62,Normal monitoring,Nutrient Deficiency
1.69,Dim,4.6,14 ppm,34.0C,33.7C,29,14,118,61,Normal monitoring,Nutrient Deficiency
1.61,Dim,4.8,14 ppm,19.7C,17.7C,42,19,113,54,Normal monitoring,Nutrient Deficiency
1.63,Bright,5.7,20 ppm,39.6C,34.3C,45,17,101,20,Normal monitoring,Water Stress
1.66,Bright,4.8,12 ppm,35.2C,33.9C,31,17,81,63,Normal monitoring,Nutrient Deficiency
1.66,Dim,5.8,7 ppm,18.8C,17.6C,86,35,196,63,Normal monitoring,Healthy
1.62,Bright,5.8,24 ppm,40.7C,34.5C,36,17,96,25,Normal monitoring,Water Stress
1.64,Dim,4.9,15 ppm,30.1C,27.1C,37,12,96,59,Normal monitoring,Nutrient Deficiency
1.64,Dim,5.9,8 ppm,27.1C,28.4C,81,46,206,58,Normal monitoring,Healthy
1.65,Dim,5.8,23 ppm,39.0C,31.9C,49,24,101,25,Normal monitoring,Water Stress
1.59,Bright,5.9,9 ppm,35.5C,35.7C,78,35,197,61,Normal monitoring,Healthy
1.65,Bright,4.9,16 ppm,37.1C,35.3C,23,11,85,59,Normal monitoring,Nutrient Deficiency
1.68,Dark,5.6,23 ppm,22.4C,15.2C,48,21,112,19,Normal monitoring,Water Stress
1.68,Bright,6.2,12 ppm,32.4C,31.5C,86,46,219,58,Normal monitoring,Healthy
1.64,Dim,5.8,16 ppm,37.6C,29.8C,37,29,92,19,Normal monitoring,Water Stress
1.74,Dim,6.1,6 ppm,11.7C,10.7C,76,35,208,59,Normal monitoring,Healthy
1.64,Dim,4.1,51 ppm,31.0C,26.3C,65,30,166,74,Pest infection,Disease
1.68,Bright,5.9,6 ppm,16.3C,17.4C,78,41,199,58,Normal monitoring,Healthy
1.66,Dim,5.6,15 ppm,23.1C,17.4C,36,21,99,29,Normal monitoring,Water Stress
1.67,Dark,6.4,11 ppm,21.3C,22.0C,77,44,219,61,Normal monitoring,Healthy
1.66,Dim,3.5,32 ppm,39.4C,30.5C,53,35,170,68,Viral infection,Disease
1.64,Bright,5.2,18 ppm,23.8C,20.8C,26,15,88,63,Normal monitoring,Nutrient Deficiency
1.57,Bright,3.7,37 ppm,27.8C,24.1C,61,27,146,73,Viral infection,Disease
1.61,Bright,5.4,15 ppm,19.4C,16.4C,32,14,98,53,Normal monitoring,Nutrient Deficiency
1.65,Bright,5.5,20 ppm,38.2C,30.5C,44,28,118,12,Normal monitoring,Water Stress
1.66,Dim,5.1,19 ppm,31.5C,31.4C,35,18,80,59,Normal monitoring,Nutrient Deficiency
1.66,Dark,4.6,12 ppm,16.8C,14.7C,34,10,94,59,Normal monitoring,Nutrient Deficiency
1.67,Bright,6.0,15 ppm,20.6C,14.9C,44,21,99,15,Normal monitoring,Water Stress
1.65,Bright,3.6,47 ppm,24.5C,16.3C,67,39,170,70,Fungal infection,Disease
1.62,Bright,5.6,20 ppm,23.0C,15.2C,42,17,115,10,Normal monitoring,Water Stress
1.63,Bright,6.1,14 ppm,30.9C,31.6C,75,46,216,69,Normal monitoring,Healthy
1.62,Bright,5.3,14 ppm,27.3C,23.3C,23,17,95,56,Normal monitoring,Nutrient Deficiency
1.66,Bright,4.4,40 ppm,39.2C,35.3C,54,35,167,73,Viral infection,Disease
1.62,Bright,4.0,49 ppm,37.6C,31.8C,78,39,184,73,Fungal infection,Disease
1.72,Bright,5.6,19 ppm,40.4C,34.3C,41,27,95,16,Normal monitoring,Water Stress
1.63,Dim,4.3,53 ppm,23.5C,18.3C,55,28,130,68,Viral infection,Disease
1.64,Dim,6.0,7 ppm,35.7C,32.9C,83,41,200,57,Normal monitoring,Healthy
1.62,Dim,6.1,13 ppm,28.6C,30.0C,82,37,209,69,Normal monitoring,Healthy
1.67,Bright,5.7,17 ppm,38.9C,31.2C,46,24,128,17,Normal monitoring,Water Stress
1.67,Bright,4.9,10 ppm,31.6C,28.2C,26,18,99,57,Normal monitoring,Nutrient Deficiency
1.64,Dim,5.6,23 ppm,40.6C,35.1C,38,17,94,12,Normal monitoring,Water Stress
1.66,Bright,3.7,58 ppm,25.0C,19.0C,79,36,154,76,Bacterial infection,Disease
1.6,Bright,4.9,11 ppm,18.2C,16.2C,21,16,113,52,Normal monitoring,Nutrient Deficiency
1.67,Bright,6.5,10 ppm,34.2C,35.6C,87,41,194,68,Normal monitoring,Healthy
1.64,Dim,3.6,47 ppm,35.6C,30.3C,66,38,185,75,Bacterial infection,Disease
1.66,Dim,3.6,40 ppm,40.1C,36.6C,65,35,144,77,Viral infection,Disease
1.66,Dim,5.3,10 ppm,31.1C,29.3C,26,19,107,63,Normal monitoring,Nutrient Deficiency
1.66,Bright,3.6,64 ppm,31.6C,21.8C,61,31,196,80,Fungal infection,Disease
1.71,Dim,6.0,20 ppm,39.5C,33.6C,39,23,91,11,Normal monitoring,Water Stress
1.66,Dark,5.9,15 ppm,24.1C,16.4C,47,27,122,11,Normal monitoring,Water Stress
1.64,Bright,4.1,52 ppm,36.2C,32.4C,78,31,184,75,Bacterial infection,Disease
1.7,Dark,4.6,19 ppm,26.3C,23.4C,27,17,82,56,Normal monitoring,Nutrient Deficiency
1.63,Bright,6.4,5 ppm,36.1C,36.1C,83,40,216,65,Normal monitoring,Healthy
1.65,Dim,4.0,52 ppm,21.2C,14.2C,74,33,163,77,Pest infection,Disease
1.65,Bright,5.9,15 ppm,24.8C,17.2C,37,20,128,10,Normal monitoring,Water Stress
1.65,Dim,4.0,34 ppm,25.8C,18.9C,68,33,144,73,Viral infection,Disease
1.64,Dim,4.2,44 ppm,33.3C,24.5C,64,38,153,79,Pest infection,Disease
1.64,Dim,5.1,14 ppm,31.7C,29.8C,44,13,108,62,Normal monitoring,Nutrient Deficiency
1.59,Dim,5.5,20 ppm,21.9C,15.2C,38,16,115,16,Normal monitoring,Water Stress
1.62,Bright,3.2,51 ppm,25.5C,19.3C,62,25,158,68,Bacterial infection,Disease
1.58,Dim,6.3,9 ppm,16.1C,17.9C,78,35,210,64,Normal monitoring,Healthy
1.65,Bright,4.0,53 ppm,46.8C,37.8C,65,35,152,69,Pest infection,Disease
1.69,Dim,5.6,20 ppm,37.5C,30.4C,48,19,94,13,Normal monitoring,Water Stress
1.67,Bright,5.3,12 ppm,38.1C,36.2C,31,15,111,64,Normal monitoring,Nutrient Deficiency
1.62,Dim,3.7,59 ppm,33.8C,27.2C,74,31,185,77,Fungal infection,Disease
1.67,Bright,5.8,18 ppm,36.7C,31.1C,46,29,110,19,Normal monitoring,Water Stress
1.66,Bright,5.0,17 ppm,33.2C,29.7C,30,12,119,62,Normal monitoring,Nutrient Deficiency
1.71,Dark,3.8,45 ppm,21.1C,15.6C,67,36,162,74,Pest infection,Disease
1.62,Bright,5.9,24 ppm,44.5C,36.9C,40,17,98,29,Normal monitoring,Water Stress
1.63,Dim,4.2,51 ppm,41.2C,35.3C,71,33,179,78,Pest infection,Disease
1.68,Bright,5.6,23 ppm,39.1C,32.9C,37,19,121,19,Normal monitoring,Water Stress
1.68,Bright,5.7,23 ppm,39.7C,31.7C,49,27,107,21,Normal monitoring,Water Stress
1.67,Dim,6.4,9 ppm,18.5C,16.1C,79,47,197,62,Normal monitoring,Healthy
1.65,Dim,5.6,22 ppm,43.1C,35.1C,45,20,106,13,Normal monitoring,Water Stress
1.69,Dim,5.0,11 ppm,34.6C,30.9C,30,13,92,62,Normal monitoring,Nutrient Deficiency
1.71,Dim,5.9,19 ppm,22.9C,16.2C,40,29,119,21,Normal monitoring,Water Stress
1.64,Bright,5.1,16 ppm,36.4C,34.7C,31,15,92,64,Normal monitoring,Nutrient Deficiency
1.64,Dim,5.5,18 ppm,40.1C,33.0C,47,20,114,25,Normal monitoring,Water Stress
1.69,Bright,4.0,57 ppm,30.3C,22.0C,76,33,170,66,Bacterial infection,Disease
1.61,Bright,3.7,32 ppm,28.1C,18.7C,67,29,160,74,Pest infection,Disease
1.62,Bright,6.3,7 ppm,17.1C,17.6C,75,42,212,61,Normal monitoring,Healthy
1.65,Bright,3.9,51 ppm,22.3C,19.3C,67,36,136,67,Viral infection,Disease
1.69,Dim,3.7,59 ppm,40.3C,33.6C,51,35,139,78,Viral infection,Disease
1.65,Dim,5.5,19 ppm,27.4C,21.3C,41,27,126,26,Normal monitoring,Water Stress
1.61,Bright,5.7,19 ppm,44.2C,37.0C,47,27,95,10,Normal monitoring,Water Stress
1.56,Bright,4.7,17 ppm,39.6C,36.6C,49,12,103,59,Normal monitoring,Nutrient Deficiency
1.63,Dark,5.2,15 ppm,36.8C,33.6C,26,18,118,58,Normal monitoring,Nutrient Deficiency
1.66,Bright,5.2,12 ppm,34.3C,31.6C,41,15,96,55,Normal monitoring,Nutrient Deficiency
1.63,Bright,4.2,60 ppm,27.2C,18.9C,76,25,198,72,Fungal infection,Disease
1.66,Bright,4.5,45 ppm,24.5C,19.7C,75,34,180,81,Fungal infection,Disease
1.7,Bright,6.1,14 ppm,29.3C,26.8C,83,49,204,64,Normal monitoring,Healthy
1.61,Bright,5.7,20 ppm,33.9C,27.9C,44,17,114,19,Normal monitoring,Water Stress
1.66,Bright,4.7,12 ppm,27.7C,26.2C,41,15,119,55,Normal monitoring,Nutrient Deficiency
1.64,Dark,4.2,44 ppm,27.9C,19.3C,69,29,183,78,Fungal infection,Disease
1.66,Dim,6.3,13 ppm,18.8C,16.1C,80,46,214,69,Normal monitoring,Healthy
1.63,Bright,5.5,20 ppm,40.5C,35.2C,43,22,92,22,Normal monitoring,Water Stress
1.62,Dark,5.0,19 ppm,26.2C,22.2C,31,19,118,57,Normal monitoring,Nutrient Deficiency
1.7,Bright,5.7,20 ppm,21.8C,14.5C,45,25,95,10,Normal monitoring,Water Stress
1.59,Dim,6.5,14 ppm,29.5C,28.1C,84,41,215,59,Normal monitoring,Healthy
1.65,Dark,4.4,51 ppm,23.2C,15.1C,65,38,195,80,Fungal infection,Disease
1.65,Bright,4.7,11 ppm,21.9C,19.7C,37,17,96,50,Normal monitoring,Nutrient Deficiency
1.66,Dim,5.8,24 ppm,26.9C,20.9C,43,17,115,18,Normal monitoring,Water Stress
1.7,Dark,3.6,48 ppm,39.9C,31.6C,72,30,193,75,Fungal infection,Disease
1.67,Bright,6.4,6 ppm,19.2C,19.8C,82,44,193,57,Normal monitoring,Healthy
1.66,Bright,5.5,18 ppm,42.5C,35.4C,48,15,126,11,Normal monitoring,Water Stress
1.64,Bright,6.5,6 ppm,33.8C,30.9C,85,46,190,64,Normal monitoring,Healthy
1.65,Bright,3.8,42 ppm,37.2C,30.4C,62,26,160,66,Viral infection,Disease
1.66,Dim,3.7,54 ppm,19.2C,14.5C,76,25,195,68,Pest infection,Disease
1.61,Bright,6.1,7 ppm,33.6C,32.2C,89,38,198,61,Normal monitoring,Healthy
1.65,Bright,5.3,19 ppm,36.0C,33.9C,24,13,118,60,Normal monitoring,Nutrient Deficiency
1.64,Bright,4.1,37 ppm,35.0C,25.9C,66,37,153,77,Bacterial infection,Disease
1.69,Bright,6.4,10 ppm,12.7C,11.3C,76,43,198,60,Normal monitoring,Healthy
1.63,Bright,4.6,11 ppm,31.9C,29.9C,21,10,117,50,Normal monitoring,Nutrient Deficiency
1.62,Dim,5.0,10 ppm,35.3C,31.8C,25,16,96,63,Normal monitoring,Nutrient Deficiency
1.6,Dark,4.0,46 ppm,40.2C,34.2C,65,39,173,72,Pest infection,Disease
1.65,Bright,6.4,11 ppm,36.2C,34.0C,77,47,198,61,Normal monitoring,Healthy
1.69,Dim,5.9,22 ppm,19.6C,14.3C,41,22,123,25,Normal monitoring,Water Stress
1.67,Dim,4.4,52 ppm,34.4C,25.1C,60,25,167,68,Pest infection,Disease
1.68,Bright,5.7,22 ppm,20.0C,14.0C,42,24,117,23,Normal monitoring,Water Stress
1.62,Dim,5.8,23 ppm,25.4C,20.3C,41,20,125,26,Normal monitoring,Water Stress
1.66,Bright,5.5,16 ppm,33.0C,27.8C,38,26,95,25,Normal monitoring,Water Stress
1.64,Bright,3.3,32 ppm,37.8C,28.9C,68,28,186,69,Bacterial infection,Disease
1.64,Dim,4.1,38 ppm,43.9C,37.1C,69,26,174,75,Viral infection,Disease
1.64,Bright,5.4,19 ppm,20.5C,20.1C,20,11,97,56,Normal monitoring,Nutrient Deficiency
1.62,Dim,6.3,13 ppm,31.5C,29.7C,79,45,215,66,Normal monitoring,Healthy
1.66,Bright,4.3,31 ppm,22.4C,15.7C,79,35,175,69,Pest infection,Disease
1.61,Bright,5.9,16 ppm,26.7C,21.1C,44,20,97,10,Normal monitoring,Water Stress
